;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;params;split0_test_r2;split1_test_r2;split2_test_r2;split3_test_r2;split4_test_r2;mean_test_r2;std_test_r2;rank_test_r2;split0_test_neg_root_mean_squared_error;split1_test_neg_root_mean_squared_error;split2_test_neg_root_mean_squared_error;split3_test_neg_root_mean_squared_error;split4_test_neg_root_mean_squared_error;mean_test_neg_root_mean_squared_error;std_test_neg_root_mean_squared_error;rank_test_neg_root_mean_squared_error
1;0.5489847660064697;0.03696410425667423;0.014014816284179688;0.000622732398108234;3;0.1;1;10;{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 10};-0.6699154564062297;-0.6142426199081963;-0.6243349441094197;-0.612950946017192;-0.5439111443231528;-0.6130710221528382;0.04035502795049914;27;-3.7139601505670465;-3.649315004216545;-3.660259553638239;-3.6471906997029917;-3.567632268045573;-3.647671535234079;0.046822762018665566;27
29;0.8734677791595459;0.0027179993059205576;0.012823247909545898;0.00041511268523719926;5;0.1;1;20;{'max_depth': 5, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 20};-0.5990922032799277;-0.6321820160220626;-0.531039497981993;-0.7630662122304894;-0.5999519165322427;-0.6250663692093431;0.07647357013403805;28;-3.6343500106621542;-3.6695367555047054;-3.553589734339067;-3.8131351929875237;-3.6318039594669753;-3.6604831305920853;0.08522470680951565;28
56;1.7172138690948486;0.00870634387812151;0.012399625778198243;0.0004892401388236217;10;0.1;1;20;{'max_depth': 10, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 20};-0.6714287737807232;-0.5992123150560382;-0.6102709132442066;-0.562993361461555;-0.6968102641706806;-0.6281431255426407;0.04896881211225487;29;-3.7156426092938486;-3.632285781708262;-3.6443792338339325;-3.5902646142032486;-3.7401203189202348;-3.6645385115919047;0.05529463861698987;29
40;4.011399936676026;0.05808439007616257;0.013000583648681641;1.89898564832114e-06;5;0.5;5;10;{'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 5, 'min_samples_split': 10};-0.7007871308458997;-0.6741214150450201;-0.5504987820670508;-0.6076762981332837;-0.6428315982982888;-0.6351830448779087;0.05254833702541373;30;-3.748132868509333;-3.716382649835724;-3.576101228992267;-3.641222322242903;-3.6801494534869095;-3.6723977046134273;0.05995914567461884;30
80;13.637371301651001;0.11832243066544774;0.011802482604980468;0.00039962408785895645;10;1.0;10;20;{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 20};-0.6077483786620315;-0.703636570137766;-0.5528023733294565;-0.6384147633877837;-0.6872881849100452;-0.6379780540854165;0.05461034758284888;31;-3.6441734316577197;-3.7489998666310993;-3.578756767370479;-3.6758672446104472;-3.7296112397943033;-3.6754817100128094;0.06110809571008558;31
38;4.2544755935668945;0.16275959997957878;0.013606500625610352;0.001634626066982431;5;0.5;1;20;{'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 20};-0.6713682410857436;-0.6518183820385919;-0.5167329838260004;-0.7319639781564098;-0.6290640059915102;-0.6401895182196512;0.07056229536628321;32;-3.715575325572071;-3.691544392256444;-3.5369478367654787;-3.7793517962740646;-3.664696440361739;-3.6776231582459586;0.07992437633797576;32
78;14.34579029083252;0.19934209212583576;0.012999868392944336;0.002094916177837171;10;1.0;10;2;{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 2};-0.6165256194340945;-0.7102426315445614;-0.5569245892727086;-0.6453263709598014;-0.691109146651574;-0.644025671572548;0.05467372794637208;33;-3.6541072781186923;-3.7562614392504683;-3.5835038719108425;-3.683612357455654;-3.733831811959398;-3.682263351739011;0.06112780414659384;33
74;16.475624752044677;0.20350000907934537;0.012399673461914062;0.0007997760528914994;10;1.0;1;20;{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 20};-0.6571430577655033;-0.6724244451423571;-0.5358891637975838;-0.6016741126102156;-0.7564293973758054;-0.6447120353382931;0.07361787435055221;34;-3.699729719857925;-3.7144986202716512;-3.5592133962436137;-3.634418798102387;-3.8052595180880897;-3.6826240105127335;0.08234316726427132;34
79;13.767942094802857;0.22106737026393808;0.012000370025634765;0.0006325605064430619;10;1.0;10;10;{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 10};-0.62469753325636;-0.7077577827585191;-0.5545603771876082;-0.6487215466092136;-0.6879553369601534;-0.6447385153543708;0.05364461545861831;35;-3.6633318168028404;-3.753531670307312;-3.580782037488459;-3.687411015875502;-3.730348509187848;-3.6830810099323927;0.060118834614365416;35
30;0.8832597732543945;0.01488225817086186;0.013213396072387695;0.0011710524155528457;5;0.1;5;2;{'max_depth': 5, 'max_features': 0.1, 'min_samples_leaf': 5, 'min_samples_split': 2};-0.5774820311721587;-0.6376365621377651;-0.5977830237690605;-0.7967754561782252;-0.6163881170394541;-0.6452130380593328;0.07835373787479978;36;-3.609709129556009;-3.6756632054637435;-3.6302203789852756;-3.849415540052801;-3.6504109357714785;-3.6830838379658615;0.08598512961355192;36
